tempo,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,song
123.046875,0.1893908,0.087718405,1353.3733698617152,1728.0954885440608,2458.713172776675,0.052588760529628194,-267.04865,123.49707,2.1895213,12.940072,-19.17814,-17.803225,-21.062416,-14.292017,-23.150373,-13.284433,-18.255936,-13.553189,-2.6895459,2.8831108,2.659108,2.7650309,-1.6906589,-2.1168795,-0.32503992,1.9021128,000203.mp3
107.666015625,0.266793,0.11723078,1774.395640257549,1950.8216298016835,3325.495486329638,0.08078123487122386,-163.85045,121.32117,-15.035816,17.012907,7.450287,0.21132986,-14.127112,-9.380689,-15.681948,-5.379328,-15.067232,-2.6740522,-12.930341,-7.6121974,-2.2033644,-9.387194,0.026266273,1.7912581,0.20388745,-0.48879656,000204.mp3
123.046875,0.20835151,0.04766922,1248.1287998625505,1483.8379864984813,2241.187790472502,0.06119741237412858,-371.1178,101.04062,1.8138729,10.012372,-7.317916,-8.986127,-9.462765,-5.6864033,-7.5160303,-3.4086487,-2.350235,-4.0501175,-4.0954385,-5.412487,-7.041995,-4.963989,-5.4061666,-5.938798,-8.307677,-4.8055573,000207.mp3
95.703125,0.32119057,0.14652768,1828.627480967548,1983.943073753333,3574.4367772078017,0.08506554222254448,-104.01535,109.03584,-30.927876,18.315174,-5.6126046,-0.9462852,-13.329198,-0.59549296,-17.128248,-6.0150714,-15.054911,-1.7612888,-10.481281,-12.843289,-10.174508,-8.310149,-4.6873665,-1.64293,-10.304591,-3.2962146,000210.mp3
99.38401442307692,0.29655233,0.13830388,1599.653521635096,1749.0304773769014,3102.5242552103505,0.07871766980538343,-129.22343,126.04661,-34.685173,22.836716,-13.058367,-5.2468815,-15.887997,-10.438819,-21.008018,-11.184243,-14.309571,-7.139994,-8.3961935,-10.066375,-5.1738963,-6.7790685,-6.8226833,-2.8598454,-4.018018,-3.2803104,000211.mp3
99.38401442307692,0.33305547,0.11120503,2363.470066049646,2662.037737071766,5369.948860954444,0.10720591172056546,-110.08956,102.70383,11.440733,15.54841,12.660969,2.7369697,-0.5215778,1.525021,-9.223904,-0.8064421,-4.0449924,2.2374413,-1.9679805,-0.55338717,1.0419599,2.1601715,-1.3116046,3.4601626,1.309482,2.5391243,000212.mp3
143.5546875,0.281873,0.06825069,1136.2328925889535,1457.0314030534435,2123.564127856313,0.054122440211076685,-263.86496,160.12862,0.7556215,14.809481,12.257748,-9.2004,-10.5426,0.7170183,-7.9933825,-9.541598,-11.443537,-5.594189,-4.268339,-11.351195,-18.306717,-2.7871609,-4.6834364,1.1797622,4.6141944,-3.7661612,000213.mp3
123.046875,0.38839653,0.14342418,1258.3907289289757,1527.6013838409187,2341.873445518251,0.060283256075716496,-136.94379,163.62389,-20.820158,17.844912,-10.696928,12.296598,-9.265617,-0.58091533,-7.889366,-1.8518944,-2.674523,-2.8914828,-4.56988,-0.8949961,-4.6731653,-1.4173242,-7.4989305,-2.9604995,-8.6432,-3.181238,000255.mp3
123.046875,0.5506395,0.28753448,2203.5724914396515,2157.573885215509,4255.876640715773,0.11583044878001549,30.16675,99.97401,-33.62477,34.160206,3.0558817,4.24995,-1.8410555,8.919968,2.1589735,3.1804798,-0.38453388,4.8259068,1.9590173,2.7431595,-1.7034053,-0.11632875,-7.1674027,-1.6818973,-3.8721452,-1.6084871,000256.mp3
135.99917763157896,0.36262223,0.07582953,1532.067674906998,2344.94790282241,3206.9794717636523,0.04678120158791634,-255.66339,116.204735,46.256474,17.72557,21.096647,20.032396,-1.4249169,13.121796,0.3329502,2.494069,2.8518484,8.910481,-1.6284058,3.8557224,-3.1206563,-0.2524155,-5.3375096,-0.33781427,-6.3577046,-1.3938981,000368.mp3
99.38401442307692,0.36251745,0.13372275,1854.4059261474144,1640.863248630401,3411.3864464320295,0.12031915666150271,-102.96212,124.527824,-57.432648,46.524105,-21.059536,-1.9720209,-20.888878,-5.9944067,-21.261936,-4.665813,-3.9999402,-0.5626635,-14.013787,1.3957133,-5.6507063,-7.7997093,-9.101723,-5.5008683,-9.778824,-1.4248502,000424.mp3
95.703125,0.440742,0.36872074,1960.4022838931162,2376.0577943335925,4419.89394893779,0.06376583043310131,5.8859744,109.15815,-3.2698824,26.032719,12.15717,13.33266,0.8799705,12.623118,1.2585671,7.227729,-3.1548188,3.8812513,-0.3358185,3.1665044,-0.7935877,1.3534868,-2.3161914,1.471144,-2.3985295,2.6005702,000459.mp3
151.99908088235293,0.29269606,0.08785535,1014.0193869023458,1602.1990620735812,1799.3067805661792,0.04069527316518203,-259.69437,150.06383,34.308247,54.394184,-13.192789,3.890394,11.928771,-16.34431,-5.835249,-0.30513644,-5.3377056,-4.888522,-7.880689,4.9049845,-1.6871161,0.57287675,-1.691605,-3.3099856,-3.0771332,-0.0054785553,000534.mp3
143.5546875,0.26693878,0.093391836,1388.7988493699577,1708.0621819655967,2932.0850327991866,0.06126208789213788,-205.55891,137.50528,-3.9164014,55.906456,-7.892373,-1.6849389,13.009443,-10.7196245,-16.960335,-1.0430506,1.7869492,-2.3091848,-10.6529045,-1.1890893,-10.628741,-2.260095,-5.787701,-1.5994925,0.07445211,0.1320747,000540.mp3
103.359375,0.28884742,0.085480966,1267.0933322807323,1600.9518897578114,2569.0729237267624,0.05677564932707204,-224.2867,149.19086,-0.55005205,52.67789,-15.647808,-3.6490645,18.513262,-5.9499297,-14.183485,-1.2737778,-4.2605214,5.3049183,-13.160999,-2.4300954,-4.571124,-6.0532026,0.5607286,-3.1992176,1.766687,-1.5098779,000546.mp3
123.046875,0.4413679,0.2750854,2625.493084234894,2541.5260417069,5505.477940731506,0.1439404712916344,34.437458,84.72505,-16.151133,20.110907,5.9047356,-2.117347,-12.100681,2.8956504,-6.882562,3.7336586,-2.078571,0.6968442,-7.7291746,1.8050294,-5.4701514,-4.4527073,-7.8368106,-1.1457789,-5.5012646,0.6197046,000574.mp3
151.99908088235293,0.23819861,0.0445681,772.6876041728337,1258.8232920944442,1107.6256028817293,0.03481471787858249,-400.3229,171.73196,25.713816,21.74574,20.039042,4.4164257,-0.8448548,-8.31885,-16.787018,-15.091735,-14.57644,-16.165346,-10.849008,-5.585834,-10.095141,-4.4897213,-5.36149,-3.6021366,-2.4751873,3.3670695,000602.mp3
117.45383522727273,0.2342967,0.060295217,399.7683532324493,819.9706320485319,471.9568522513051,0.018984813055877802,-447.0139,197.71495,84.18443,42.291603,15.883879,5.621567,-2.215268,-0.10699439,0.8397831,-0.18646608,-3.5032969,-4.9977674,-9.955331,-11.326359,-10.838818,-6.2575383,-3.1431124,0.3913697,-1.5843009,-3.2040913,000615.mp3
135.99917763157896,0.28622767,0.10727513,1985.8222497518873,2281.0785433344,4242.458002517428,0.07361586827072038,-161.60648,103.403275,-2.7421834,23.887974,5.1299047,-0.19540289,-6.830771,-0.8736734,-11.264754,-8.521349,-12.063764,-4.5389338,-7.353224,-5.6847177,-7.202277,-6.996549,-11.299347,-8.690655,-9.29811,-6.5518675,000620.mp3
99.38401442307692,0.2940412,0.1589043,1758.9903355947017,1904.162389765057,3371.6309161079107,0.09193492508230054,-117.21345,110.193985,-23.29093,21.871033,-9.071066,5.29826,-16.939472,-2.818162,-18.929995,-5.688858,-13.414289,-11.593608,-12.043353,-8.873918,-6.361251,-4.144198,-12.341104,-10.025425,-9.351876,-6.8042064,000621.mp3
92.28515625,0.27215692,0.18609232,1716.0381211415192,1838.4128977487303,3284.1382232453598,0.0871357338795437,-123.40559,112.565796,-24.573568,18.346313,0.1739822,0.48473507,-9.413679,-10.406771,-12.293292,-2.0627685,-8.621559,-5.8446927,-8.872203,-9.869578,-10.954643,-10.993134,-8.003472,-6.813984,-6.673277,-4.7223964,000625.mp3
129.19921875,0.37021938,0.1499116,1666.411836225133,1729.1382647116964,3606.653313515081,0.07922429367266048,-96.80157,144.81468,-41.92605,58.83179,-37.39958,20.732666,-17.515759,8.565787,-11.58775,-6.8924074,-11.293516,-9.748997,-7.118745,-8.64623,-9.209763,-9.848829,-11.603538,-7.845404,-6.1303954,-2.5799334,000666.mp3
117.45383522727273,0.4605444,0.12922998,2106.058874938369,1913.3655515440878,4305.448042487655,0.11719733370449265,-84.87644,125.98758,-36.076935,59.835316,-48.237934,23.747898,-18.87684,7.329677,-13.779607,-2.0930529,-6.3395147,-0.96114177,-7.272879,-8.76536,-13.82332,-7.223526,-9.074418,-3.7075849,-3.2594717,-0.19846576,000667.mp3
95.703125,0.34287953,0.22590832,2002.921782111063,2481.6936844308616,4542.763622706478,0.06802313795023238,-102.5207,102.12766,28.492254,24.230612,8.75178,13.16927,2.2658303,24.054955,-9.874291,0.3182335,-6.80864,-3.350511,2.490152,1.6236826,-2.138376,5.1583614,-3.828269,0.74929076,2.5149274,-2.1477287,000676.mp3
135.99917763157896,0.5204354,0.27007684,2545.514956755176,2163.368567322303,4731.341774938274,0.12598299222986056,-12.3739195,67.11761,-47.26245,59.982803,15.456128,24.901499,11.001298,9.881911,9.988841,1.4193952,-1.4799472,7.4647894,-2.693775,0.42976248,-4.397012,1.501338,-4.637231,-0.93676794,-0.7302917,-0.61387825,000690.mp3
112.34714673913044,0.42518052,0.15083255,3122.0505764898376,2862.7900729816984,6587.141939690647,0.1479265255857862,-65.66793,62.118877,5.0978127,15.951895,10.618124,10.171562,-6.4867,8.9388895,-5.436908,4.3004246,0.124172695,5.6593747,-1.4015821,5.6284823,0.5181043,5.7907963,-0.019200733,3.574956,-1.559021,4.8408127,000694.mp3
198.76802884615384,0.4521111,0.19433421,2767.219304110784,2590.0803923712997,5536.910412682756,0.14060003751936484,-37.280052,70.34362,-11.415428,17.624418,-5.322256,12.034174,11.3994875,6.4938245,3.3692837,7.5700116,3.0021272,11.435121,3.7734807,6.0993433,-0.9462837,4.3297086,-2.7573528,1.4326046,-2.310947,6.077878,000695.mp3
135.99917763157896,0.3888425,0.2768099,3102.0348722846484,2956.550355541955,6764.736657175881,0.11104483866673122,-21.781605,50.94412,0.8351243,22.672672,20.425364,15.077003,0.23860143,6.40105,1.9612212,7.8561964,0.5717265,5.316494,-4.385615,7.1479745,2.2916176,-0.40189725,-10.385983,2.021931,2.810766,-0.057575677,000704.mp3
92.28515625,0.41764066,0.29692852,3124.40047788131,2917.9783818472324,6782.2667861335685,0.10876304100503485,-17.746353,51.124176,3.9336646,17.757725,5.3578434,20.393267,4.561146,16.61216,0.7216802,2.728077,0.93410057,9.474063,-2.4560935,3.4023836,-2.201591,1.055844,-5.83811,0.77246225,1.3698606,-1.0394002,000705.mp3
172.265625,0.37302068,0.2872281,3246.3308767184517,2915.6084951521652,6772.159075460412,0.14755232501933488,-8.721812,53.34766,19.968508,27.817596,0.1943958,16.225157,-13.594195,9.74946,2.0727553,8.487857,5.0413656,1.32113,-3.4651535,8.630082,-6.7631516,3.2991862,-1.621162,-4.633614,-0.77833307,-0.56835467,000706.mp3
135.99917763157896,0.38962916,0.34901112,2330.4908106885955,2270.838616774577,4568.141444979667,0.06122615704879938,-69.20371,58.70228,-18.93348,72.524376,16.128756,9.134873,7.484806,10.984635,3.1742117,-0.5363431,-6.340021,7.686049,-7.0732503,2.632962,1.7637526,3.6880143,-3.138375,-3.5839818,5.8162293,0.08022104,000707.mp3
172.265625,0.4285674,0.29503,2247.0759588240867,2647.3276447116978,5269.296564860089,0.08386788342370255,-56.426067,82.70416,25.10199,44.057884,6.826147,1.8762413,0.124715246,13.239074,0.35578954,-0.9390195,-2.642648,7.4195056,-0.8875982,2.6775606,-2.1898925,2.095541,-3.0342462,-3.2624397,-4.4510484,2.0988264,000708.mp3
92.28515625,0.33686504,0.22513229,2287.7827908528484,2514.702013684191,5124.852382721868,0.08792159101894818,-64.80803,87.473495,2.8305523,20.075792,-1.0075223,9.183491,-12.271069,5.410521,-1.5575287,4.344591,5.626309,7.6163673,-2.2048292,4.938451,-6.373509,1.7101282,-5.3934593,1.6940556,0.6628109,1.3023211,000709.mp3
129.19921875,0.3192421,0.30323288,1229.1129346365333,1910.7590943808536,2639.8355993718533,0.04455991903079008,-116.93731,130.13187,9.13244,49.30474,8.336662,-10.229381,13.756636,-7.7029977,1.4104613,1.5632923,9.355649,3.9913826,-6.0520606,-5.0026855,-8.722642,-7.0113525,-11.39348,-4.170835,-9.731405,2.8512592,000714.mp3
135.99917763157896,0.20689926,0.14360723,824.4792519481998,1062.1612932029077,1184.5096461076685,0.049203318648334625,-220.66833,190.15703,0.6641578,-2.6288397,-10.610316,-4.0365543,-11.515011,2.1688895,-8.556474,-12.047455,-1.8724856,-10.845837,-20.047632,-4.014251,8.022811,9.903716,12.04011,4.712381,-1.1965506,-2.1208913,000715.mp3
135.99917763157896,0.31279755,0.18193187,1294.0712660673798,1459.1996038700631,2688.7731810672444,0.0711423133714175,-107.419785,164.87032,-36.17153,44.51983,-20.20748,-9.75745,1.0935966,1.6688133,-7.705718,-19.718824,-19.497868,3.5929842,-0.7596291,-12.415679,-7.3867135,-0.25509802,-10.067385,0.6554026,-0.80636185,-17.231909,000716.mp3
107.666015625,0.2881786,0.124182165,3164.5687738492934,2791.8488174004956,6561.340190418358,0.1415838136842614,-89.80213,47.04201,-4.928149,9.09991,-31.979404,-15.880327,-13.825274,4.369724,-17.630413,-18.880901,-10.329045,-0.7387241,-14.184621,2.1692977,6.491479,11.92836,-1.4117333,1.6386943,-8.983467,-7.7163854,000718.mp3
83.35433467741936,0.41858613,0.10794383,2431.453096086619,2563.0483263638507,5304.3484830376165,0.09512293643493416,-171.22993,82.29711,11.351789,29.360794,1.9199957,29.062365,-0.5356723,7.7889385,-0.21257122,4.34802,1.555289,4.068567,2.1872041,3.729958,-0.5168786,3.4640715,-2.984436,1.8939577,-0.25539413,-2.0863724,000777.mp3
80.74951171875,0.22479239,0.12176981,909.0989810332909,1331.37821525084,1490.2861343253776,0.042382131705073586,-253.71591,168.92351,7.321373,27.853468,7.804831,-12.610537,-3.6640735,-9.165552,-7.2646847,-10.36283,-6.2663956,-3.6389816,-7.687544,-3.237471,-14.348417,-9.293877,-5.760111,-7.250068,-8.332513,-7.52473,000814.mp3
103.359375,0.4221921,0.13289948,1308.1436468834577,1873.2763687052936,2642.4804121048433,0.03446820016434648,-276.77722,103.6039,30.945276,34.930443,16.93006,8.757468,11.30518,8.493469,4.9167123,11.383451,2.9016118,3.072325,2.5010524,4.742226,-0.010487497,3.7042744,1.8945827,1.6952242,-0.9293208,2.6747975,000821.mp3
60.09265988372093,0.45427284,0.18459709,1163.5450188208572,1671.4733170693194,2313.7518494928836,0.044377239058869096,-187.3206,150.41512,15.859889,19.798784,5.807621,8.649423,15.873387,6.811779,4.1296377,8.096393,1.4184248,1.5969028,1.8229945,5.4651527,1.808513,0.059703823,-0.88395745,3.121406,-1.3500345,2.134955,000822.mp3
83.35433467741936,0.51781756,0.4533792,2248.901688878713,2087.3789023474988,4323.16998541586,0.14427330436676994,87.1604,102.86972,-36.53489,34.77871,-9.22287,9.275416,-12.49829,2.5183594,-13.9640255,2.6723473,-9.603019,4.0268145,-5.8178062,3.706142,-9.721464,2.4083567,-8.939596,0.32104602,-4.740268,-1.613995,000825.mp3
143.5546875,0.23950702,0.17353274,1216.0163836704482,1332.9435255044307,2223.482249673724,0.06602597218194123,-137.11783,160.28986,-48.44641,25.928116,-27.48962,3.8430064,-21.95567,-11.505208,-11.8795185,-19.818844,-4.923149,-18.01735,-17.508017,-6.1185927,-11.472617,-10.324496,-5.6530743,-10.409744,-6.065472,-3.5107481,000853.mp3
89.10290948275862,0.36541894,0.021918282,1266.301342774716,1625.1951694303295,2574.118465125145,0.06489488526336173,-300.46603,152.83644,-13.849278,39.502445,-20.855545,10.078775,-16.469408,4.0250196,-8.853952,3.0858827,-6.1563206,10.744164,-3.1139185,-13.498956,7.0670915,-10.3673115,-2.675476,9.471399,-8.176878,-1.7924457,000890.mp3
172.265625,0.31343123,0.269744,1051.0805001577212,1379.67677043486,1849.812232977101,0.0503534838545701,-95.77935,171.0463,-22.840075,20.357498,-11.375916,14.371354,-5.868841,2.965299,-4.0371623,-4.786655,-10.695994,-1.0958567,-3.719477,-4.225925,-7.4326854,-0.6996503,-0.36345002,-0.78946817,-9.1969795,-7.7984295,000892.mp3
143.5546875,0.48559967,0.20560125,4156.562295542146,2666.229749762543,7262.385494075571,0.30141249818454685,31.621523,10.584294,-21.136297,25.330864,-4.750213,16.25842,4.955172,11.063651,4.4495234,7.5231833,-0.059817526,4.4286566,-0.861897,5.6029167,-1.3419548,2.50855,-3.866301,-0.94471645,-1.7618394,5.0920615,000897.mp3
129.19921875,0.5158604,0.23565003,2675.2272274584598,2516.664283775416,5466.977176533498,0.11987814493909513,-39.86401,59.01276,4.242362,70.332245,7.362981,10.193095,-9.323217,14.963775,0.41438353,7.417591,7.474471,14.023628,5.369133,11.4736805,-4.035831,2.1989706,-4.168663,0.77763605,1.4556792,-6.4314494,000993.mp3
117.45383522727273,0.6964781,0.4074707,2794.0791827429207,2466.8099872857156,5562.003052041038,0.11176202689965198,109.9185,76.741234,-28.902239,12.897927,-13.257029,9.4534645,0.12151255,8.230046,-3.9641867,1.2487133,-6.604597,-0.6464299,-5.5629706,-0.17399062,-5.7739177,-0.7060743,-5.8091183,-1.1396365,-5.5318193,-1.4759388,000995.mp3
143.5546875,0.6378765,0.35247764,3246.3652047719993,2499.2745064395417,6026.265905959976,0.15860908195572312,86.57952,46.39007,-35.53004,24.560875,0.24731578,16.542759,0.85975814,14.358123,10.12866,9.350756,-0.4035231,7.3853674,1.5441222,4.8784842,0.09565592,6.263986,0.8231613,3.5827804,-2.0238476,2.6349273,000997.mp3
99.38401442307692,0.63724357,0.39121714,3202.1458296232086,2906.57709038118,6899.1899107704785,0.1202370830509295,106.69244,68.344986,-6.2730274,4.9597363,-6.7673435,7.8370547,3.4810383,8.097404,-0.708354,3.1457403,-2.8993452,2.2848423,-2.0251625,2.241643,-2.25475,2.0329502,-3.0155284,0.66480285,-2.3227513,2.4697452,000998.mp3
123.046875,0.56794655,0.2724961,2259.2244571767433,2284.0718915402745,4556.524190156613,0.1005110500580945,9.564827,90.61868,-26.121616,39.680756,8.142253,14.122229,3.3047404,4.568681,3.1574883,6.7231994,4.6969194,7.839274,1.8645219,6.341123,-2.2816713,4.6303167,1.9606289,2.4175925,0.100255705,1.9437158,001039.mp3
123.046875,0.5107677,0.34654763,2601.878716987563,2475.4963483388974,5478.39881193721,0.12858438528756777,32.25158,74.762184,-14.894485,35.504135,4.4298577,27.734686,-6.931381,6.424536,-2.081232,2.7594204,-8.796327,1.8495814,-1.5269709,-2.7428052,-5.650437,-1.4264878,-4.932292,0.7413035,-3.7598553,2.7856944,001040.mp3
112.34714673913044,0.32511342,0.06995233,1147.6142413975097,1468.0463161328526,2183.6050223861657,0.05706508604021655,-217.64908,162.27803,-18.835934,33.633274,2.2623818,6.7366576,-1.42849,1.9535849,-1.5337771,5.684163,0.5051693,2.5613189,-5.0350065,0.7688719,-0.0023174477,2.806093,1.0848397,1.876543,0.15948495,0.30051365,001066.mp3
99.38401442307692,0.36874142,0.17967089,2234.2013158602385,2109.6048084891254,4310.343468604764,0.13410109350793958,-42.97291,98.119446,-33.885494,18.601303,-0.1167708,14.455917,-3.7434096,2.5340352,3.7523623,9.607749,-6.726124,0.5504074,1.0034106,4.9002376,1.5469882,5.100691,3.4346898,6.851939,4.338648,-0.39852867,001069.mp3
123.046875,0.4321462,0.18793577,2267.6612952103565,2460.7838564567055,4912.309842209252,0.09745194980181748,-48.131702,96.331184,-0.1594242,26.143133,-3.937667,13.046215,5.453937,5.5354676,-0.068450145,8.640425,1.0625339,1.5222694,-2.6170542,0.61111826,-3.5690935,2.4291244,-0.21140973,1.2816406,-0.4540402,0.78054166,001073.mp3
135.99917763157896,0.5694638,0.067835666,2272.340928354681,2729.416446326036,5465.422179844839,0.049520266508520525,-196.82446,80.42641,5.8654695,28.980639,12.652358,17.411345,9.326296,11.257152,3.9697213,5.6737866,2.0393977,5.325159,1.4007782,4.2836914,1.4155631,5.124659,2.0894573,7.0311146,7.1859646,10.090419,001075.mp3
86.1328125,0.1825821,0.14028038,1017.4569085569458,954.9323196694473,1504.1267129495359,0.06458001015081206,-273.2881,144.80632,-26.732492,-21.821426,-12.044744,-18.635948,-8.782446,-9.950483,-16.479073,-9.106174,-4.3368883,-14.148667,-16.460161,-11.378727,-10.073335,-8.298683,-2.2915666,4.088995,5.082383,0.8993864,001082.mp3
172.265625,0.34910375,0.29505366,1639.8682900076894,1905.1838278347384,3284.388918474051,0.06602727415762974,-29.15918,128.008,-28.325777,22.972948,-3.8523688,8.60306,3.2390664,19.916063,1.4890504,4.8097177,0.32948694,2.4260166,-1.8702346,6.8697147,-5.882458,-1.5971148,-5.353812,-6.2071667,-7.3180757,1.873351,001083.mp3
89.10290948275862,0.4443068,0.32931852,2130.9929949085436,2105.078593426628,4294.56670986804,0.09171115199632637,-36.072964,93.595406,-24.02949,64.283264,-4.6287947,16.214128,12.746003,5.2620716,2.4721775,14.943985,-1.9618585,0.69493204,1.2761589,5.654501,0.32643527,3.7840023,-3.4912517,-4.4662185,1.6242557,-2.1817918,001087.mp3
61.5234375,0.41497245,0.0921236,1765.9591938233182,2062.279554665801,3690.079903657918,0.06899153494779582,-216.00227,96.24658,-3.7731187,21.830248,7.3169093,15.317125,6.012034,12.897306,5.6366906,10.408993,9.982507,9.579789,1.4263359,4.234917,0.6399212,3.0691032,1.5577106,2.9286525,3.718276,2.383677,001102.mp3
117.45383522727273,0.35192496,0.17138976,1136.1364316547374,1807.4318193654815,2220.6427979082077,0.03483488314481825,-154.66556,140.69151,15.556522,37.808994,11.20806,14.9282875,-2.8175902,-0.6456431,-10.2945,-1.2670039,-9.854498,-2.201212,-8.047362,-6.940216,-7.3244,-4.224744,-8.442584,-5.290983,-9.300439,-3.6877542,001193.mp3
123.046875,0.3413463,0.21032627,800.6159052140351,1128.030880569954,1521.5714386057134,0.03556975964327146,-188.99887,178.87065,-7.098788,37.736286,15.626516,8.245475,8.4374895,-5.7011337,-1.8871989,-1.444649,-4.261271,-0.46387714,0.45794404,-4.6016483,-1.9882855,-6.76008,-14.275603,-9.453214,-4.807676,-2.1558044,001195.mp3
95.703125,0.434132,0.19656162,1288.4089266913059,1814.147943127167,2742.75219556627,0.042702517763921116,-117.18098,138.73344,-3.748834,39.869663,10.116209,17.380892,1.4737998,9.331821,1.0545671,12.0132885,0.3132208,6.391063,-3.8223238,2.0989172,-0.8325135,1.0308014,-5.741119,0.9246391,-2.7452805,-1.3450212,001196.mp3
